code	name	credits	workload	info	specialisation
CS5272	Embedded Software Design	4	 2-0-0-4-4	"This course focuses on the design and implementation of software for programmable embedded systems. Embedded computing systems hidden inside everyday electronic devices such as handphones, digital cameras etc. are becoming more and more prevalent. However, the heterogeneous nature of the underlying hardware as well as tight constraints on size, cost, power, and timing pose significant challenges to embedded software development. This course presents techniques that address these distinctive characteristics of embedded software implementation. Topics include embedded software development for programmable processors and reconfigurable hardware, component-based design, optimasations for performance, power, code size, operating system issues, and case studies of available systems."	SE
CS5321	Network Security and Management	4	 2-0-0-6-2	"The objective of this module is to introduce students to the various issues that arise in securing and managing the networks, and study the state-of-the-art techniques for addressing these challenges. A number of most damaging attacks on computer systems involve the exploitation of network infrastructure. This course provides an in-depth study of network attack techniques and methods to defend against them. Topics include basic concepts in network security and management; firewalls and virtual private networks; network intrusion detection; denial of service (DoS); traffic analysis; secure routing protocols; protocol scrubbing; and advanced topics such as wireless network security."	Networking
CS5322	Database Security	4	 2-0-0-6-2	"Database security has a great impact on the design of today’s information systems. This course will provide an overview of database security concepts and techniques and discuss new directions of database security in the context of Internet information management. Topics covered include: Access control models for DBMSs, Inference controls, XML database security, Encrypted databases, Digital credentials and PKIs, Trust in open systems, and Peer-to-peer system security."	"DB, Security"
CS5330	Randomized Algorithms	4	 2-1-0-4-3	"The module will cover basic concepts in the design and analysis of randomized algorithms. It will cover both basic techniques, such as Chernoff bounds, random walks, and the probabilistic method, and a variety of practical algorithmic applications, such as load balancing, hash functions, and graph/network algorithms. The focus will be on utilizing randomization to develop algorithms that are more efficient and/or simpler than their deterministic counterparts."	Algo
CS5331	Web Security	4	 2-0-0-4-4	"This module aims to prepare graduate students for understanding the security of the latest web platform and its interplay with operating systems and the cloud infrastructure. The topics covered include the design of web browsers and web applications, vulnerabilities in web applications and web browsers, design of web scanners, authentication in web-based platforms, security policies and enforcement mechanisms. This module also coverssecurity topics on the interface between the web platform and the backend systems, such as the underlying database systems and cloud infrastructure."	Security
CS5332	Biometric Authentication	4	 2-0-0-2-6	"This module covers authentication methods, different types of biometrics, pattern recognition, performance measurement, spoofing attacks, as well as issues such as privacy, user acceptance, and standards compliance. Students will gain a solid understanding of the fundamentals of the technology underlying biometric authentication, and the key issues to be addressed for successful deployment. Both the theoretical and practical aspects of biometrics authentication will be discussed."	Security
CS5339	Theory and Algorithms for Machine Learning	4	 3-0-0-4-3	"The module aims to provide a broad theoretical understanding of machine learning and how the theory guides the development of algorithms and applications. Topics covered include the approximation capabilities of common function classes used for machine learning, such as decision trees, neural networks, and support vector machines, the sample complexity of learning different function classes and methods of reducing the estimation error such as regularization and model selection, and computational methods used for learning such as convex optimization, greedy methods, and stochastic gradient descent."	AI
CS5340	Uncertainty Modelling in AI	4	 3-0-0-3-4	"The module covers modelling methods that are suitable for reasoning with uncertainty. The main focus will be on probabilistic models including Bayesian networks and Markov networks. Topics include representing conditional independence, building graphical models, inference using graphical models and learning from data. Selected applications in various domains such as speech, vision, natural language processing, medical informatics, bioinformatics, data mining and others will be discussed. "	AI
CS5342	Multimedia Computing and Applications	4	 2-0-0-6-2	"This course lays the foundation for graduate students to do research in multimedia systems comprising images, videos, speech, and audio. The module covers the main topics common to multimedia computing applications, i.e., multimedia representation, processing, analysis, and synthesis. By teaching the topics together with the computational tools commonly used in multimedia research, it aims to strike a balance between theoretical considerations and practical applications. Upon completion, the students should be able to understand the foundations of multimedia computing, and apply computational tools to the processing of multimedia data in order to create specific applications."	Multimedia
CS5343	Advanced Computer Animation	4	 2-0-1-5.5-1.5	"This course lays the foundation for graduate students to do research in multimedia systems comprising images, videos, speech, and audio. The module covers the main topics common to multimedia computing applications, i.e., multimedia representation, processing, analysis, and synthesis. By teaching the topics together with the computational tools commonly used in multimedia research, it aims to strike a balance between theoretical considerations and practical applications. Upon completion, the students should be able to understand the foundations of multimedia computing, and apply computational tools to the processing of multimedia data in order to create specific applications."	Multimedia
CS5344	Big-Data Analytics Technology	4	 2-0-0-4-4	"This module analysis of data which can not fit in main memory and application of such analysis to web applications. The topics covered include: map-reduce as a tool for creating parallel algorithms that operate on very large amount of data, similarity search, data-streaming processing, search engine technology, clustering of very large, high-dimensional datasets."	"AI, DB"
CS5345	Social and Digital Media Analytics	4	 2-0-0-4-4	"There is a proliferation of social and digital media content data today generated by both consumers and firms. This module aims to introduce concepts, methods and tools for social and digital media analytics, and in the application and management of such analytics efforts in industry sectors such as telecommunications and consumer retail. Topics covered include network data in social and digital media, formal methods for social network analysis, analytics and visualization tools, population and structural models for network dynamics, and various industry case studies on social and digital media analytics. Instructional methods will include lectures, case analyses, assignments and projects."	"AI, DB"
CS5346	Information Visualisation	4	 2-0-2-2-4	"This module aims to bring together individual pedagogies of design, information, and computation, for teaching the analysis and representation of data for visualisation. Students will learn the methodology of developing and evaluating an information visualisation solution, common information visualisation techniques (such as those for topical, spatial, hierarchical, temporal, and relational data), and methods for scaling up interactive visualisation with big data. After the module, students should be able to use the existing visualisation tools for building useful, interactive, information visualisation to facilitate complex data analytics, exploration, understanding, and pattern discovery.top"	
CS5422	Wireless Networking	4	 2-0-2-4-2	"This module aims to provide solid foundation for students in the area of wireless networks and introduces students to the emerging area of cyber-physical-system/Internet-of-Things. The module will cover wireless networking across all layers of the networking stack including physical, link, MAC, routing and application layers. Different network technologies with different characteristic will also be covered, including cellular networks, Wi-Fi, Bluetooth and ZigBee. Some key concepts that cut across all layers and network types are mobility management, energy efficiency, and integration of sensing and communications. The module emphasizes on exposing students to practical network system issues through building software prototypes."	
CS5424	Distributed Databases	4	 2-1-0-3-4	"This module studies the management of data in a distributed environment. It covers the fundamental principles of distributed data management and includes distribution design, data integration, distributed query processing and optimization, distributed transaction management, and replication. It will also look at how these techniques can be adapted to support database management in emerging technologies (e.g., parallel systems, peer-to-peer systems, cloud computing)."	DB
CS5425	Massive Data Processing Techniques in Data Science	4	 2-1-0-3-4	"Data science incorporates varying elements and builds on techniques and theories from many fields, including statistics, data engineering, data mining, visualization, data warehousing, and high performance computing with the goal of extracting meaning from data and creating data products. Data science seeks to use all available and relevant data to effectively tell a story that can be easily understood by non-practitioners. In this module, students will learn various massive data processing techniques that are used in data science with emphasis on the algorithmic and mathematical properties of these techniques. "	DB
CS5439	Software Security	4	 2-1-0-2-5	"Software engineering processes need to include security considerations in the modern world. This module familiarizes students to security issues in different stages of the software life-cycle. At the end of the module, the students are expected to understand secure programming practices, be able to analyse and check for impact of malicious inputs in programs, and employ specific testing techniques which can help detect software vulnerabilities.top"	Security
CS5476	IoT Security	4	 2-0-0-4-4	"With the advent of the Internet-of-Things, the computing paradigm is quickly changing from the traditional cyber domain to cyber-physical domain. This is made possible from devices that are equipped with sensors and actuators that interact with the physical world. In this module, we will investigate how such sensing systems affect the notion of computer security. We will also explore the state-of-the-art research in the areas of sensing systems and how they can provide benefits to the security of the Internet-of-Things. This module will also investigate how an attacker may compromise the sensing information to exploit security vulnerabilities in these systems.top"	Security
CS5478	Intelligent Robots: Algorithms and Systems	4	 2-1-0-5-2	"This module introduces the core algorithms and system architectures of intelligent robots. It examines the main system components for sensing, decision making, and motion control and importantly, their integration for core robot capabilities, such as navigation and manipulation.  It covers the key algorithms for robot intelligence through inference, planning, and learning, and also provides some practical experiences with modern robot systems. A variety of Illustrative examples are given, e.g., self-driving cars, aerial drones, and object manipulation."	AI
CS6101	Exploration of Computer Science Research	4	 0-2-0-1-7	"This module introduces CS graduate students to various research areas in Computer Science. Study groups are organised for major research areas. Each study group provides a forum for students to read, present and discuss research papers, and acquire the basic research skills for literature review and critical comparison of existing work. Students will also gain a first experience in technical presentation and writing."	
CS6202	Advanced Topics in Programming Languages	4	 3-0-0-3-4	"This module discusses the contemporary concepts in the design and implementation of major programming languages and systems. It aims to provide students with advanced technical knowledge in evaluating, designing, and implementing an efficient and expressive programming language/system. Topics are selected from a group of contemporary issues that has substantial impact in the development of programming languages/systems, either in terms of performance efficiency or programming expressivity. These include, but not restricted to, computational models, programme semantics, concurrency theory, garbage collection techniques, programme analysis, type inference, programme calculation and transformation, run-time profiling, implementation models, meta-programming."	PL
CS6203	Advanced Topics in Database Systems	4	 3-0-0-3-4	"This module covers the topics in database management systems with current research and industrial interests and importance. Examples of topics include multimedia data management, object-oriented database technology, data warehousing and data mining, integration of heterogeneous and legacy systems."	DB
CS6204	Advanced Topics in Networking	4	 2-0-0-2-6	"This graduate level course covers a broad range of the latest developments in computer networking and telecommunications in terms of new techniques and technologies, trends, open research issues and some related new principles and approaches in networking. Selected topics covered via class lectures and assigned readings include developments in the past three years. Upon completion of this course, the student will be able to understand the latest issues and proposed solutions in networking, and acquire the skills and methodology for identifying research problems. This course will help prepare students towards a research career in networking."	Netoworking
CS6205	Advanced Modelling & Simulation	4	 3-0-0-3-4	"The aim of this course is to provide students with the ability to model, simulate and analyse complex systems in a reasonable time. This course is divided into three parts and covers advanced techniques in simulation model design, model execution and model analysis. A selection of model design techniques such as conceptual models, declarative models, functional models, constraint models, and multi-models will be discussed. Model execution techniques include discussion of serial and parallel discrete-event simulation algorithms. For model analysis, topics include input-output analysis, variance reduction techniques and experimental design."	
CS6206	Advanced Topics in HCI	4	 3-0-0-3-4	"This module covers advanced topics in human computer interaction that are of current research or application interests. Its aim is to examine both the theoretical bases that underlie the design of interfaces and advanced technologies for human computer interactions. A wide range of topics may be covered including psychological theories, organizational behaviour, virtual reality, augmented reality, and computer-supported cooperative work. The module illustrates where and when the theories are applicable, demonstrates the solutions using a combination of scientific theory understanding and engineering modelling. It also illustrates advanced technologies that form part of the solutions."	
CS6207	Advanced Natural Language Processing	4	 3-0-0-3-4	"The module aims to prepare students to embark on research in natural language processing (NLP). At the end of the course, the students will have experience in reading and critiquing research papers, and will have undertaken a substantial project on some aspects of NLP research. Topics covered include: Statistical parsing, Word sense disambiguation, SENSEVAL, co-reference resolution, machine translation, question answering."	Multimedia
CS6208	Advanced Topics in AI	4	 3-0-0-3-4	"This module covers advanced topics in artificial intelligence that are of current research or application interests. A wide range of topics may be covered including soft computing (fuzzy logic, genetic algorithms, etc.), data mining, machine learning, image and video processing, artificial life, robotics, etc. The exact topics to be taught will depend on the lecturers teaching the module."	AI
CS6209	Topics in Cryptography	4	 3-0-0-3-4	"The objective of this module is to provide a systematic treatment to cryptography techniques. Topics covered include: mathematical foundations; information theory; classical cryptographic systems: substitution cipher, shift cipher, affine cipher, hill ciphers, permutation cipher, etc.; design and analysis of block ciphers; pseudorandom numbers and sequences; design and analysis of stream cipher cryptosystems; identification and entity authentication; key management techniques; Rabin public-key encryption; McEliece publickey encryption; signature schemes: RSA, EIGamal, and digital signature standard; design and analysis of hash functions; cryptographic protocols; and efficient implementations."	Security
CS6210	The Art of Computer Science Research	4	 2-0-0-4-4	This module aims to provide the meta-skills for research in computer sceience. How does one discover great research problems? What are the good strategies for solving research problems? How does one write papers or give presentations with great impact? Students will seek answers to these questions by critically examining and assessing successful and less successful examples of research.	
CS6211	Analytical Performance Modelling for Computer Systems	4	 2-1-0-4-3	"Constructing simple mathematical models to describe a computer system can help in analysis and understanding of the characteristics, behavior, and performance of the system.  This module introduces students to the modelling techniques, commonly used models, applications of the models to performance modelling of computer systems, and experimental validation of the models.  After completing the module, students are expected to have the confidence to construct, analyze, and validate a performance model for a computer system that they are interested in."	
CS6212	Topics in Media	4	 3-0-0-3-4	There is a surge in both the industrial interest and the advancement of media technology. This course aims to bring in the latest advanced development in media technology to the postgraduates.	Multimedia
CS6213	Topics in Distributed Computing	4	 3-0-0-3-4	"Since computer networks and clusters are becoming more and more ubiquitous, the use of parallelism is no longer restricted to privilege access to powerful supercomputers. The main aim of this module is to provide an in-depth study of some of the recent advances in distributed computing. Topics covered include HLA (High Level Architecture) distributed simulation, performance issues in distributed systems, scalable web servers and some issues in peer-to-peer distributed computing. This is a project-based module and students will have extensive hands-on experience using the software tools we have developed in our research."	Parallel
CS6215	Advanced Topics in Program Analysis	4	 2-0-0-4-4	"Program analysis techniques allow one to automatically analyse the behaviour of a computer program, to identify bugs and performance bottlenecks. This graduate level module covers advanced topics in program analysis that are of current research or application interests. Students will explore the state-of-the-art techniques and systems for program analysis. After taking the module, students will be able to apply advanced automated program analysis tools and techniques to verify, test, and debug programs, as well as be better prepared for conducting research in program analysis and apply them in related research areas."	PL
CS6220	Advanced Topics in Data Mining	4	 3-0-0-3-4	"With the rapid advances of computer and internet technologies, a large amount of data accumulates. Discovering knowledge from the data will give us a competitive advantage. The process of knowledge discovery involves preprocessing the data, mining or discovering patterns from the data, and post-processing the discovered patterns. In this course, we will review and examine the present techniques and the theories behind them and explore new and improved techniques for real world knowledge discovery applications. The course is designed to encourage active discussion, creative thinking, and hands-on project development."	DB
CS6222	Special Topics in Computational Biology	4	 2-0-0-4-4	"This lecture/seminar-based module introduces some biological investigations enabled by the latest experimental technologies in biology. We focus on the role of computing in helping biologists with these investigations. Students are expected to attend lectures, give seminars, and do projects. The seminars require the students to read papers related to the selected biological investigations, the enabling experimental technologies, and associated computational solutions. For the projects, students need to develop some methods/algorithms, integrate existing tools, or enhance existing tools with new functions."	
CS6230	Topics in Information Security	4	 2-0-0-3-5	"This module aims to prepare graduate students for research and development in information security, by investigating selected topics in cryptography and information theoretic security. Selected topics may include classical issues such as provable security, design of symmetric key ciphers, and public key cryptography, as well as emerging topics, such as pairing-based cryptography, homomorphic encryption, privacy-preserving methods, information hiding, and data forensic. Other topics of current research interests may also be included."	Security
CS6231	Topics in System Security	4	 2-0-0-6-2	"This module aims to prepare PhD students for research and development in system security by investigating security issues in various computer science areas such as computer architecture, cloud, networks, machine learning, etc. It addresses security concepts and design principles from an adversarial perspective. Selected topics in system security are covered, such as web security, language-based analysis, privacy-preserving cloud computation, and design of mobile OS. Emerging topics of current research interests may be included as well."	Security
CS6234	Advanced Algorithms	4	 2-0-0-5-3	"This module is aimed at graduate students who are doing or intend to do advanced research in algorithms design and analysis in all areas of computer science. The module covers advanced material on combinatorial and graph algorithms with emphasis on efficient algorithms, and explores their use in a variety of application areas. Topics covered include, but are not restricted to, linear programming, graph matching and network flows, approximation algorithms, randomised algorithms, online algorithms, local search algorithms, algorithms for large datasets. The module will be a seminar-based module that will expose students to current research in these areas."	Algo
CS6240	Multimedia Analysis	4	 3-0-0-4-3	"This module aims to provide a comprehensive and rigorous treatment of the main approaches in multimedia (document, image, video, and graphics) analysis. Three main themes are covered: (i) representation and modelling of multimedia entities using various modeling approaches, (ii) matching of a model with an input entity, and (iii) derivation of a model from sample entities. It focuses on the nonvector- space approach, which complements the vector-space approach to multimedia analysis."	Multimedia
CS6241	Advanced Topics in Computer Graphics	4	 3-0-0-3-4	"This course aims to familiarise graduate students with the ongoing research works in interactive 3D graphics. Topics covered may include: interactive technologies, graphics data structures (shape representation), image-based modelling and rendering, creation of artistic artefacts, viewing large models, and interactive modelling."	Multimedia
CS5244	Digital Libraries	4	 2-0-0-6-2	"This module is targeted to graduate students of computer science and information systems wishing to understand the issues in building, using and maintaining large volumes of knowledge in digital libraries. Fundamentals of modern information retrieval is assumed. The course will focus on how such information retrieval technology operationalises traditional information finding skills of the librarian/cataloger/ archivist, organised around 5S framework for digital library education. Areas within digital libraries that will be covered include collection development, knowledge organisation, DL architecture, user behavior, services, preservation, management and evaluation and DL education and research. Students will round out their knowledge with case studies of how different disciplines (e.g. music, arts, medicine and law) impose different search, usability and maintenance requirements on the digital library."	DB
CS6243	Computational Photography	4	 3-0-0-4-3	"This course covers the exciting new area of “Computational photography”, which refers to a broad group of imaging and processing techniques that enhances or extends the capabilities of digital photography to produce new photographs that could not have been taken by a traditional camera. Computational photography promises to change the way we think about photography."	
CS6244	Robot Motion Planning & Control	4	 2-0-0-5-3	"An array of new robots with amazing capabilities appeared in the last decade, e.g., self-driving cars, humanoids, and robot vacuum cleaners. They will gradually, but surely, transform our ways of life in the near future. This course presents the key algorithmic ideas and implementation techniques that enable autonomous robot planning and control. It covers the geometric, probabilistic, and dynamic models and the associated methods commonly used in robotics. Application to related fields, such as computer animation and computation biology, will also be discussed."	AI
CS6270	Virtual Machines	4	 2-0-0-2-6	"Virtual machines (VMs) are increasingly being seen as a convenient vehicle for managing heterogeneous resources (e.g. server consolidation) and for solving problems related to mobile code and security. Commercial VMs from VMware and language-level VMs such as the Java Virtual Machine and Microsoft’s .NET framework have become highly popular. This module will summarise the state-of-the-art in virtualisation technology and discuss techniques for designing and implementing modern VMs, hardware-level, operating system-level and language-level VMs, CPU virtualisation concepts, paravirtualisation and binary translation techniques, techniques for memory and input/output virtualisation, and applications of VMs in solving problems related to security and software distribution."	
CS6280	Datacentre Software Dynamics	4	 2-0-0-4-4	"Datacenter computing favors response time over throughput. Controlling slow response times results in more efficient server use, which is worth literally millions of dollars within the datacenter industry.  This module focuses on understanding and controlling the sources of latency in a datacentre, especially the long-tail delays that ruin a user experience.  The module offers a hands on component where students will perform measurement studies on the latency of various software and hardware subsystems, and investigate the unexpected ways that these layers interact."	
CS6281	Topics in Computer Science II	4	 3-0-0-3-4	Topics will be of an advanced computer science nature and will be selected by the Department.	
CS6282	Topics in Computer Science III	4	 3-0-0-3-4	Topics will be of an advanced computer science nature and will be selected by the Department. Refer to the course website or details.	
CS6283	Topics in Computer Science IV	4	 3-0-0-3-4	Topics will be of an advanced computer science nature and will be selected by the Department. Refer to the course website for details.	
CS6284	Topics in Computer Science V	4	 3-0-0-3-4	Topics will be of an advanced computer science nature and will be selected by the Department. Refer to the course website for details.	
CS6285	Topics in Computer Science VI	4	 3-0-0-3-4	Topics will be of an advanced computer science nature and will be selected by the Department. Refer to the course website for details.	
