	GPA Range	Degree	Specialization	GPA	courses
297	2	1	3	2.13586457268866	CS3247,CS3241,CS4350,CS3281,CS5233,CS4241,CS4223,CS6207,CS6211,CS5224,CS3245,CS5424,CS3283,CS5342,CS5240,CS4237,CS3211,CS6213,CS3223,CS4242
298	4	1	5	4.7476791703621855	CS2040,CS1280,CS1010,CS1020E,CS2309,CS3202,CS1010S,CS3284,CS3217,CS4271,CS2040C,CS5232,CS2030,CS1231,CS3216,CS2020,CS6280,CS2010,CS1010J
299	3	1	1	3.307338290135044	CS2104,CS4225,CS1010FC/X,CS4350,CS1280,CS3234,CS2010,CS5214,CS5215,CS1020,CS1010J,CS1020E
300	3	1	9	3.9861621529581983	CS4224,CS6270,CS5249,CS3281,CS5271,CS3234,CS5222,CS3284,CS3226,CS4271,CS5424,CS4211,CS5272,CS3283,CS3282,CS5342,CS6280,CS4237,CS2103,CS6213
301	4	0	2	4.9144000731263935	CS2309,CS1010FC/X,CS1010S,CS1010E,CS1231,CS2030,CS1280,CS1281,CS2040C,CS1010,CS1020,CS1010J,CS2020,CS1020E
302	4	1	1	4.450585564278581	CS2309,CS5424,CS5425,CS5322,CS2220,CS5228,CS5222,CS3226,CS4220,CS1281,CS3217,CS2040C,CS3223
303	2	1	9	2.38908754472356	CS4215,CS4226,CS2040,CS5232,CS3201,CS5272,CS3219,CS3283,CS4237,CS6243,CS3216,CS4239,CS3271,CS3882,CS1020E
304	4	0	7	4.656957346511644	CS3283,CS5230,CS6209,CS5331,CS3230,CS5476,CS3281,CS4235,CS6211,CS4257,CS4232,CS4238,CS6234,CS3233
305	3	0	2	3.364829504134528	CS5237,CS5238,CS6270,CS3236,CS3230,CS3225,CS5330,CS3233,CS4232,CS4257,CS4236,CS6234,CS5234
306	3	0	7	3.770904087239773	CS3243,CS4245,CS5425,CS5345,CS3221,CS5232,CS5322,CS2107,CS5476,CS4238,CS4257,CS4271,CS6220,CS4239,CS4236,CS5231,CS4248
307	3	0	4	3.3049222365162825	CS6205,CS5340,CS4220,CS6220,CS4222,CS4248,CS5330,CS4246,CS5345,CS2220,CS3244,CS3230,CS4231,CS4237,CS5248,CS6244,BT5110,CS4278,CS5215
308	4	0	2	4.287953465119485	CS5346,CS6270,CS2107,CS2100,CS5332,CS2106,CS3202,CS6209,CS3284,CS3226,CS4345,CS5250,CS5224,CS5232,CS5345,CS3283,CS5239,CS3282,CS5244,CS4239,CS2103,CS3210
309	3	0	7	3.543021989721082	CS5422,CS4211,CS5232,CS3219,CS3283,CS6280,CS3284,CS3217,CS3281,CS3282,CS5233,CS2103,CS4239,CS2113T
310	3	1	6	3.6787330052423215	CS5425,CS4344,CS6202,CS5233,CS6213,CS2102,CS5342,CS6220,CS5244,CS3223,CS5344,CS4231,CS3245
311	3	0	1	3.5548861162499423	CS5237,CS3241,CS3220,CS5271,CS5239,CS5222,CS3281,CS2281,CS3282,CS6213,CS4240,CS6211,CS3249,CS4345,CS5250,CS5246,CS5224
312	2	0	5	2.1053633411851402	CS5223,BT5110,CS2100,CS2106,CS2113T,CS5425,CS5322,CS3234,CS5250,CS4218,CS5424,CS3220,CS4211,CS2030,CS2220,CS3283,CS4239,CS4215,CS6280,CS2103,CS3223
313	3	0	2	3.5995626114989037	CS5425,CS6240,CS6207,CS5478,CS6244,CS4220,CS2106,CS5231,CS6222
314	3	1	0	3.2606169558516496	CS6202,CS5249,CS4241,CS5239,CS5222,CS3284,CS3282,CS5342,CS6212,CS5244,CS5246,CS5224,CS6207
315	4	0	9	4.665484131869455	CS5346,CS5238,CS6240,CS5228,CS3236,CS4241,CS6209,CS5331,CS4347,CS4234,CS6231,CS2100,CS6212,CS4222,CS3245,CS5246,CS4257,CS5231
316	4	0	4	4.476181888395477	CS5345,CS4211,CS5272,CS3103,CS3882,CS3283,CS6205,CS3284,CS3226,CS2108,CS3282,CS6213,CS6211,CS2103,CS5248,CS3281,CS3245,CS2103T
317	3	1	4	3.3331435391509423	CS6206,CS3247,CS3241,CS4247,CS5343,CS6243,CS6241,CS3242,CS3249,CS3281,CS2281,CS4240,CS4235,CS6211,CS3218,CS4249
318	3	0	4	3.710680321660601	CS5237,CS5238,CS5234,CS3234,CS3230,CS3225,CS3242,CS4232,CS4351,CS5236,CS4231,CS3233
319	4	0	4	4.1869324415239095	CS6206,CS4350,CS3242,CS2113T,CS3271,CS5271,CS3234,CS3226,CS3203,CS3218,CS4218,CS5272,CS3205,CS3283,CS2103T,CS3219,CS6280,CS2103,CS5246
320	3	1	1	3.854305387283148	CS2040,CS5346,CS4224,CS5249,CS5331,CS4221,CS4241,CS6220,CS5344,CS5425,CS3217,CS2102,CS5424,CS6212,CS5244,CS3223,CS5226,CS3245,CS6203,CS4242
321	3	1	9	3.2042348937272407	CS3202,CS3243,CS4211,CS5339,CS4350,CS6280,CS3284,CS2103,CS6208,CS3282,CS3216,BT5110,CS3271,CS5215,CS4246,CS2103T
322	3	1	5	3.919137727039743	CS1010S,CS6209,CS5476,CS1101S,CS4236,CS4271,CS2010,CS5322,CS3235
323	3	1	5	3.707650770990633	CS2104,CS4226,CS3237,CS4344,CS4224,CS3103,CS4237,CS6205,CS6241,CS5219,CS6213,CS2105,CS5214,CS4222,CS5322,CS5215
324	3	0	3	3.0829837384735908	CS6206,CS5237,CS3241,CS5240,CS4350,CS5343,CS4247,CS4278,CS3281,CS3249,CS4235,CS5246,CS3218,CS4249
325	3	1	1	3.957244934995273	CS4216,CS6207,CS2309,CS4245,CS1010S,CS1010E,CS3234,CS6211,CS2040C,CS2030,CS1231,CS3283,CS1281,CS1020,CS2020,CS4215,CS1010FC/X,CS3211,CS3245,CS5215
326	3	0	1	3.5128503070477017	CS6206,CS4225,CS4245,CS3245,CS6240,CS4224,CS5345,CS6280,CS5228,CS3283,CS6244,CS4220,CS6213,CS4231,CS6212,CS3223,CS4248
327	3	0	2	3.2989700513127325	CS4245,CS6240,CS3283,CS4242,CS3284,CS4347,CS5244,CS3245,CS6215,CS4248,CS5241
328	3	1	1	3.864752841923607	CS5272,CS5339,CS6280,CS4244,CS5478,CS3203,CS6208,CS4271,CS6220,CS4278,CS4246,CS4248,CS2103T
329	3	0	5	3.992688154270847	CS2104,CS6202,CS3211,CS5219,CS5214,CS3212,CS6215,CS5218,CS4214
330	1	0	8	1.4775714200740682	CS5237,CS2220,CS5234,CS5230,CS3236,CS3230,CS5330,CS3225,CS3233,CS4232,CS6211,CS4234,CS6234,CS4223
331	3	1	2	3.910447911571545	CS3237,CS3103,CS5339,CS4237,CS6205,CS5248,CS3281,CS4220,CS3282,CS3249,CS5214,CS4231,CS4239,CS5321
332	3	0	2	3.2522938895578712	CS6206,CS3237,CS3103,CS6270,CS3281,CS5233,CS4235,CS6231,CS4222,CS4223,CS3202,CS3284,CS2105,CS5321,CS5424,CS5345,CS3220,CS3282,CS4237,CS6213
333	1	1	5	1.9334051038637423	CS2040,CS5223,CS1280,CS5233,CS4235,CS1010,CS2106,CS4223,CS1020E,CS4245,CS1010S,CS4226,CS1010E,CS5224,CS5321,CS2030,CS1281,CS3282,CS2020,CS1010FC/X,CS4237,CS2010
334	4	0	1	4.266546484806016	CS6206,CS4245,CS4344,CS6207,CS5345,CS5249,CS4242,CS3284,CS5342,CS5244,CS3245,CS4248,CS5241
335	4	1	9	4.295315710279889	CS4225,CS5425,CS4224,CS5339,CS2220,CS5228,CS3236,CS5230,BT5110,CS4220,CS6213,CS4234,CS4271,CS5226,CS3223,CS6203
336	3	0	2	3.8281054860475128	CS2309,CS5237,CS1010E,CS5238,CS3230,CS5330,CS3233,CS4232,CS2010,CS4257,CS5236,CS5234
337	4	0	1	4.3318904848932185	CS2309,CS1010FC/X,CS1231,CS2030,CS1280,CS1281,CS4235,CS2010,CS4236,CS2040C,CS1010,CS4351,CS1020,CS1010J,CS1020E
338	4	0	1	4.614969739035584	CS4245,CS2030,CS6205,CS6243,CS1281,CS3282,CS2040C,CS5226,CS6212,CS5224,CS1020
339	4	1	9	4.079136071597913	CS3221,CS5346,CS4224,CS2107,CS5223,CS4351,CS2100,CS5344,CS5425,CS3233,CS2102,CS2105,CS3220,CS3223,CS5229,CS6280,CS6243,CS3240,BT5110,CS6203
340	3	0	1	3.33626632572772	CS4243,CS5237,CS5240,CS4224,CS4247,CS6234,CS6280,CS3218,CS5228,CS4350,CS6213,CS4257,CS4221,CS6220,CS5322,CS4231,CS6203,CS5344
341	3	1	5	3.3773915133326406	CS5237,CS5346,CS5339,CS6270,CS4220,CS4235,CS4248,CS4226,CS5425,CS5322,CS4244,CS2105,CS4243,CS5424,CS5343,CS3244,CS6243,CS6213,CS5226,CS3223,CS6203,CS4249
342	3	0	1	3.0952595455339766	CS6206,CS5237,CS5240,CS4216,CS6202,CS4247,CS5343,CS5271,CS3240,CS4235,CS4351,CS6215,CS3218,CS4212,CS4249
343	3	1	1	3.1612317453042307	CS3220,CS2030,CS4237,CS3211,CS3281,CS6213,CS6211,CS2106,CS4231,CS5250,CS4223,CS3210,CS1010J
344	3	1	8	3.857680539494356	CS4237,CS5230,CS5271,CS3236,CS3230,CS3225,CS5219,CS4220,CS4232,CS4234,CS4257,CS5330,CS5236,CS6203,CS2103T
345	3	1	1	3.7279074331867297	CS3221,CS5422,CS3237,CS2040,CS5331,CS6205,CS6231,CS5332,CS1020E,CS6209,CS4271,CS6230,CS5439,CS6204,CS3220,CS6280,CS5476,CS4236,CS1010J
346	4	0	0	4.007609513723314	CS2104,CS4215,CS4216,CS6202,CS3234,CS5219,CS4212,CS5214,CS4239,CS3212,CS5215,CS5218
347	2	1	4	2.539445284418167	CS3237,CS5346,CS4224,CS4344,CS5422,CS5233,CS6220,CS4223,CS1010E,CS5228,CS5219,CS5222,CS2102,CS6211,CS5250,CS6204,CS5424,CS6213,CS5226,CS5322,CS5218,CS1010J
348	3	1	8	3.623832208970144	CS2309,CS3221,CS4239,CS2030,CS3211,CS5331,CS6241,CS3242,CS6211,CS6231,CS4257,CS1020,CS1010,CS6215,CS4212,CS5231,CS4214
349	4	1	2	4.230040204726448	CS3281,CS2113T,CS1020E,CS3234,CS5271,CS3203,CS3217,CS4271,CS4218,CS4211,CS5232,CS5272,CS2113,CS3205,CS4880,CS3282,CS3219,CS2103,CS3240
350	4	0	1	4.36062745765291	CS6206,CS3247,CS5237,CS5343,CS5230,CS6241,CS3242,CS3249,CS3240,CS4351,CS5332,CS5246
351	4	1	9	4.846416285400863	CS2309,CS1010S,CS2040,CS1010E,CS1010FC/X,CS2030,CS1281,CS2010,CS1101S,CS2040C,CS1010,CS1020,CS1010J,CS2020
352	4	1	5	4.84665465341659	CS3221,CS5238,CS4232,CS4257,CS6231,CS5332,CS5322,CS5330,CS4271,CS5236,CS5439,CS2220,CS4238,CS4231,CS4239,CS3225,CS5476,CS4234,CS4240,CS3233,CS5246
353	3	1	8	3.114608742035725	CS4245,CS5238,CS6240,CS2107,CS3236,CS5230,CS5330,CS5332,CS4238,CS4235,CS6244,CS4257,CS3225,CS5236,CS4239,CS4242,CS4248
354	3	0	6	3.3391796015127864	CS2104,CS4215,CS4216,CS3234,CS5219,CS5271,CS6244,CS4220,CS6220,CS3212,CS5215,CS4212,CS4214
355	4	1	5	4.877320565544375	CS4239,CS6270,CS2107,CS5476,CS4238,CS4257,CS6231,CS5236,CS5332,CS6220,CS5439,CS6203,CS5231
356	3	1	2	3.9299860979153607	CS3220,CS4350,CS6270,CS5223,CS3283,CS5331,CS6209,CS5248,CS6213,CS4351,CS6231,CS4236,CS4271,CS4239,CS5322,CS6211
357	1	0	2	1.0538401218062805	CS6206,CS3247,CS3241,CS5240,CS5237,CS5238,CS4350,CS6243,CS3225,CS4880,CS3284,CS4235,CS4347,CS4351,CS4239,CS5246,CS3218
358	3	1	6	3.982616409585373	CS3243,CS1010S,CS5425,CS5339,CS3244,CS5228,CS6244,CS5215,CS5340,CS6208,CS5242,CS6220,CS4246,CS4248
359	3	1	6	3.1154760724899324	CS5424,CS3237,CS2220,CS5223,CS4237,CS5249,CS3282,CS4235,CS2105,CS4345,CS5246
360	4	0	9	4.876708704776845	CS5424,CS5425,CS2220,CS6280,CS5228,CS4237,BT5110,CS4220,CS2102,CS6213,CS2100,CS5226,CS3223,CS5344,CS6203
361	3	1	4	3.4248828150936417	CS6206,CS3247,CS5237,CS4220,CS4235,CS4351,CS5340,CS4248,CS5425,CS4278,CS4244,CS5345,CS5343,CS5478,CS5244,CS6222,CS4247,CS6243,CS6244,BT5110,CS5246,CS5215,CS5231,CS4249
362	3	1	1	3.1041053162583854	CS4243,CS5424,CS5425,CS5339,CS3244,CS5228,CS4244,CS6244,CS4220,CS6213,CS2102,CS5242,CS6220,CS4221,CS5322,CS4248,CS6222
363	3	0	3	3.883191892471609	CS6206,CS2040,CS5346,CS1280,CS5249,CS1101S,CS4351,CS1010,CS4248,CS1020E,CS1010S,CS1010E,CS2040C,CS1231,CS3283,CS2108,CS1281,CS5244,CS2020,CS1010FC/X,CS3245
364	3	1	5	3.8812354134747946	CS5237,CS5238,CS1280,CS4232,CS1010,CS1020E,CS5330,CS3233,CS5236,CS1231,CS2030,CS2220,CS3230,CS4231,CS2103T,CS5230,CS3225,CS3240,CS5234,CS4249
365	4	0	3	4.785868027522191	CS5322,CS5439,CS5331,CS3281,CS6213,CS4257,CS6231,CS4231,CS5332,CS2106,CS3235,CS6230,CS5224,CS5231
366	3	0	6	3.426169518753873	CS2309,CS5424,CS4226,CS2040,CS5229,CS1010E,CS1010FC/X,CS3211,CS5271,CS3281,CS3282,CS4222,CS5214,CS4231,CS2105,CS5218,CS2020
367	3	1	4	3.029387307998733	CS2104,CS5339,CS5478,CS5219,CS5271,CS6244,CS5340,CS4220,CS5214,CS6220,CS6215,CS4248
368	3	1	0	3.2399261070131034	CS3237,CS3103,CS6240,CS6270,CS5233,CS4347,CS2100,CS4241,CS6207,CS2105,CS5321,CS5424,CS5214,CS5244,CS4237,CS5248,CS3245,CS5246,CS4242
369	3	1	4	3.2422026031273905	CS3243,CS4243,CS5425,CS5345,CS2220,CS3244,CS5228,CS4278,CS4244,CS6244,CS4220,CS5242,BT5110,CS5344,CS5215,CS6207,CS4246
370	4	1	5	4.090605927544813	CS4225,CS4243,CS5425,CS5345,CS4224,CS5424,CS3244,CS4244,CS5219,CS6244,CS5242,CS6220
371	4	0	9	4.376360485143449	CS4215,CS4216,CS3237,CS5422,CS3244,CS4237,CS4244,CS5248,CS4231,CS2105
372	4	1	3	4.748684284316244	CS6206,CS6240,CS5339,BT5110,CS5340,CS5242,CS6220,CS6207,CS4248,CS4278,CS6211,CS5345,CS3283,CS6212,CS5244,CS6244,CS3245,CS5246,CS5215,CS4242
373	2	0	4	2.2638203839431776	CS3221,CS2040,CS3103,CS6270,CS6205,CS3281,CS4235,CS1101S,CS4257,CS5332,CS2309,CS3236,CS6230,CS5439,CS5321,CS4243,CS3282,CS4239,CS4247,CS3240
374	3	0	3	3.6930453454428234	CS5339,CS1280,CS1101S,CS1010,CS5344,CS1020E,CS1010S,CS1010E,CS5228,CS3234,CS4244,CS3203,CS6208,CS2102,CS3205,CS1281,CS1020,CS2020,CS1010FC/X,BT5110,CS1010J
375	1	0	4	1.2698325444560352	CS5237,CS5238,CS4232,CS2100,CS4222,CS1010S,CS5330,CS5236,CS6204,CS5272,CS2220,CS3230,CS1281,CS5230,CS3211,CS3225,CS6213,CS4234,CS3233,CS1010J
376	3	1	1	3.029188172447587	CS5237,CS1010S,CS1010E,CS1231,CS1280,CS1281,CS2010,CS4232,CS1020,CS1010J,CS2020
377	3	1	8	3.94034047607216	CS3237,CS5422,CS4344,CS6205,CS5233,CS4220,CS3242,CS4222,CS4248,CS6207,CS5425,CS5228,CS5271,CS2102,CS5321,CS6204,CS5424,CS4231,CS5229,CS5248,CS6244,CS6203,CS5322,CS5215
378	4	0	9	4.7359032386616216	CS3247,CS2040,CS5238,CS3242,CS4235,CS1010,CS1020E,CS2309,CS5219,CS3284,CS2104,CS6241,CS5214,CS4231,CS2020,CS5240,CS4234,CS5246,CS1010J
379	4	1	4	4.111119211928683	CS5237,CS2040,CS6234,CS3236,CS5230,CS3230,CS4232,CS4234,CS4231,CS5236,CS3233,CS4345
380	4	1	4	4.568538864594073	CS5424,CS4225,CS5425,CS5346,CS4224,CS6270,CS2220,BT5110,CS2102,CS6220,CS5226,CS5322,CS5344,CS4221
381	3	1	1	3.775857780583221	CS3243,CS5478,CS5248,CS5340,CS6208,CS5242,CS5236,CS6220,BT5110,CS5246,CS5215,CS6207,CS4248,CS6222
382	3	1	4	3.722051824540325	CS3247,CS3241,CS4350,CS4235,CS4257,CS5344,CS5228,CS3236,CS6209,CS5439,CS3243,CS4243,CS3283,CS6241,CS5478,CS2108,CS4239,CS5240,CS4247,CS5476,CS3249,CS5322,CS5246,CS4242
383	3	0	3	3.121083669084596	CS3221,CS5223,CS5233,CS5340,CS5242,CS6220,CS5344,CS4248,CS5425,CS5228,CS4271,CS5439,CS4243,CS3220,CS5345,CS3244,CS6241,CS3282,BT5110
384	3	0	6	3.6640652531129283	CS5223,CS4235,CS2100,CS6220,CS4223,CS1020E,CS1010S,CS5228,CS5222,CS2102,CS6211,CS5250,CS5224,CS4246,CS6213,CS3223,CS5246,CS6203,CS1010J
385	3	1	0	3.977618760181473	CS5339,CS1280,CS6220,CS5332,CS5425,CS5330,CS6208,CS6211,CS5439,CS6230,CS5345,CS3244,CS5478,CS6212,CS4231,CS5229,CS4234,CS4236,BT5110
386	3	1	6	3.676070440986908	CS4226,CS5422,CS3237,CS3103,CS5223,CS4237,CS6205,CS3281,CS3282,CS6213,CS2105,CS4222,CS5321
387	4	1	1	4.2381505753272135	CS1010S,CS2040,CS1010E,CS1231,CS6280,CS1281,CS2040C,CS1010J
388	2	0	5	2.227554608745138	CS4224,CS5331,CS6231,CS6220,CS5344,CS4214,CS5425,CS5228,CS6209,CS6211,CS4271,CS5439,CS6230,CS4225,CS4238,CS6280,CS4236,CS5226,BT5110
389	3	1	5	3.2381609382201986	CS3243,CS4243,CS5425,CS5345,CS5424,CS5228,CS5340,CS6208,CS6211,CS6220,CS5344,CS4248
390	4	0	1	4.832714114199844	CS4216,CS4220,CS4214,CS2309,CS1010S,CS5425,CS5228,CS2040C,CS4246,CS1231,CS2030,CS3244,CS3212,CS5214,CS4215,CS6202,CS3211,CS4278,CS5215,CS5218,CS1010J
391	3	0	3	3.878175627611117	CS6206,CS4347,CS5332,CS6207,CS6209,CS5222,CS6230,CS3245,CS4225,CS2220,CS3283,CS4238,CS5342,CS6212,CS5244,CS5241,CS4236,BT5110,CS5246
392	3	0	7	3.210190477921387	CS3241,CS5346,CS4224,CS4350,CS4351,CS6220,CS4221,CS5425,CS2102,CS3218,CS3245,CS2220,CS3223,CS5240,CS6280,CS6243,CS3249,CS5322,CS5246,CS6203
393	3	0	5	3.2685790720281416	CS3241,CS3237,CS3103,CS5223,CS4235,CS4257,CS2100,CS1010,CS4226,CS1010E,CS2040C,CS5236,CS5424,CS3220,CS5343,CS6241,CS3282,CS4231,CS2020,CS2010,CS1010J,CS4249
394	3	0	1	3.819148879033388	CS5425,CS5346,CS6280,CS5228,BT5110,CS4220,CS6213,CS2102,CS4221,CS6220,CS3223,CS5226,CS6203,CS5344
395	3	1	3	3.5086408308288215	CS4215,CS3220,CS5223,CS3211,CS5271,CS3281,CS4220,CS6213,CS4236,CS5242,BT5110,CS3212,CS4212,CS5321
396	3	0	2	3.512402155223051	CS4245,CS5249,CS4242,CS3249,CS2108,CS4235,CS4240,CS6207
397	4	0	5	4.917774213157101	CS2040,BT5110,CS4220,CS1101S,CS4221,CS6220,CS4248,CS1020E,CS3203,CS3226,CS2040C,CS5424,CS2030,CS2220,CS1281,CS2020,CS6280,CS6213,CS5322
398	3	0	5	3.8874425668440735	CS6206,CS3247,CS3241,CS5240,CS5237,CS4247,CS5343,CS4350,CS6241,CS6243,CS3242,CS3249,CS3240,CS4351,CS4240,CS5246,CS3218,CS4249
399	3	1	0	3.667696759786392	CS4225,CS4224,CS4239,CS6280,CS2107,CS5222,CS3284,CS3281,CS4220,CS3223,CS4271,CS6220,CS4231,BT5110
400	3	1	5	3.800187438664176	CS2104,CS5424,CS6209,CS5239,CS3234,CS5233,CS3282,CS5214,CS5332,CS5250,CS4223,CS5218
401	2	1	6	2.2878886860872325	CS4243,CS3241,CS3211,CS5219,CS3234,CS3242,CS2108,CS3281,CS5476,CS6230,CS5332,CS5250,CS6215,CS5218
402	3	1	6	3.359278433348808	CS5223,CS5233,CS3281,CS4220,CS6234,CS2106,CS4223,CS4244,CS5236,CS5250,CS3243,CS5424,CS5345,CS5478,CS3230,CS5230,CS6213,CS4234,BT5110
403	2	0	1	2.023203820991881	CS4243,CS5424,CS4245,CS5322,CS6270,CS2220,CS6280,CS5228,CS4237,BT5110,CS4220,CS6220,CS4223,CS5344,CS6207,CS4248
404	2	0	2	2.3171761831445874	CS3243,CS4243,CS5425,CS5232,CS5339,CS3284,CS3203,CS5340,CS4220,CS3226,CS5215,CS5236,CS5344,CS4246,CS4248,CS6222
405	3	0	3	3.514911141227941	CS5330,CS3217,CS4880,CS6208,CS3216,CS6220,CS5234,CS5344,CS5215,CS3882
406	2	0	1	2.923924555743304	CS2113,CS5232,CS5272,CS4211,CS6280,CS5271,CS2103T,CS2103,CS3281,CS3217,CS3282,CS4271,CS2113T,CS3271,CS3882
407	3	1	3	3.2269919671267298	CS5237,CS3241,CS5238,CS3236,CS3230,CS3225,CS4232,CS4234,CS4351,CS4257,CS5236,CS6234,CS4231
408	3	0	1	3.257981497548148	CS6206,CS3202,CS3241,CS3201,CS5240,CS3247,CS5272,CS4247,CS4350,CS5343,CS6241,CS3240,CS4235,CS4351,CS4240,CS5246,CS2103T
409	2	1	1	2.2268158046370043	CS2040,CS2030,CS1231,CS4237,CS1281,CS2010,CS1010,CS1020,CS1010J,CS2020,CS1020E
410	3	0	5	3.6055985910248753	CS2107,CS6209,CS5331,CS6244,CS5476,CS4238,CS6208,CS5340,CS6231,CS6211,CS5332,CS3235,CS5439,CS6207
411	3	0	1	3.549256061474161	CS6206,CS4243,CS5237,CS5346,CS6240,CS6207,CS5343,CS3283,CS5249,CS6241,CS3284,CS2108,CS4241,CS6215,CS4242,CS4249
412	3	1	6	3.4684388055027218	CS5425,CS5322,CS4224,CS5345,CS2220,CS4880,CS3217,CS6213,CS4347,CS2102,CS3223,CS2113T,CS6203,CS3245
413	4	0	0	4.8630918389023226	CS4220,CS6220,CS4221,CS5344,CS6207,CS4248,CS5228,CS4244,CS3243,CS5424,CS5345,CS3283,CS5478,CS4239,CS2103T,CS6203,CS6213,BT5110,CS4278,CS5215
414	1	1	4	1.5019888263035357	CS4215,CS1010S,CS1010FC/X,CS1010E,CS3234,CS5271,CS2103,CS2010,CS4271,CS1020,CS1010J
415	4	1	2	4.396839694849207	CS5422,CS4344,CS3237,CS5229,CS4216,CS5232,CS5223,CS5248,CS3281,CS3242,CS6211,CS4234,CS2100,CS2105,CS4222,CS3233
416	3	1	6	3.5144099348753617	CS3247,CS1010S,CS1010FC/X,CS1010E,CS1231,CS1280,CS2010,CS1101S,CS2040C,CS1010J
417	4	0	6	4.762925430895239	CS3202,CS2113,CS3220,CS5272,CS3219,CS3205,CS3283,CS2103T,CS3281,CS3217,CS3226,CS3216,CS2100,CS5250,CS3235,CS3882
418	4	1	2	4.024548171803065	CS4215,CS2104,CS6202,CS5218,CS3236,CS3234,CS5219,CS3211,CS5214,CS3212,CS5215,CS4212
419	3	1	5	3.8116000500327374	CS1010FC/X,CS1010E,CS2030,CS5223,CS3211,CS5222,CS5248,CS3281,CS2281,CS3282,CS1101S,CS2040C,CS1010,CS2106,CS1010J,CS2020
420	3	0	1	3.02637018003472	CS3221,CS4245,CS5345,CS5439,CS3283,CS5332,CS4238,CS6211,CS6231,CS4257,CS4271,CS4239,CS6212,CS3235,CS6230,CS5231
421	3	1	4	3.7341146165142547	CS6215,CS6280,CS2107,CS6205,CS6231,CS5214,BT5110,CS3212,CS6230
422	2	1	1	2.7801394177684586	CS6205,CS4220,CS4221,CS4214,CS3234,CS5219,CS5271,CS2105,CS6215,CS4218,CS2113,CS4211,CS5272,CS3282,CS5214,CS4239,CS4212,CS2103T,CS6280,CS3211,CS5218
423	3	0	3	3.1449251685948734	CS3237,CS5233,CS3242,CS3281,CS6220,CS4223,CS1010E,CS5222,CS5250,CS4218,CS3882,CS4211,CS3282,CS4231,CS4237,CS6243,CS2103,CS6213,CS2010
424	3	1	1	3.0517113775455833	CS3202,CS2113,CS4224,CS4218,CS2107,CS3283,CS5271,BT5110,CS2102,CS6213,CS3216,CS5226,CS4239,CS3223,CS2113T,CS5439,CS5231,CS3882
425	3	1	8	3.201948529437506	CS3237,CS6270,CS5223,CS3281,CS2281,CS2100,CS2106,CS6207,CS4226,CS4245,CS5222,CS6208,CS6211,CS3243,CS5424,CS3220,CS5239,CS4237,CS5215
426	3	0	3	3.5298585998082674	CS6270,CS3242,CS3281,CS4223,CS2113T,CS5425,CS5228,CS6211,CS4271,CS4345,CS3882,CS4243,CS4211,CS5272,CS2220,CS5214,CS4231,CS4215,CS3211,CS6213,BT5110,CS3210,CS6203
427	3	1	4	3.5808629111542034	CS5346,CS5238,CS5339,CS4232,CS4257,CS4241,CS4248,CS5228,CS5330,CS5236,CS3245,CS5345,CS3244,CS5478,CS3230,CS5342,CS4231,CS5244,CS5241,CS5230,CS3225,CS4234,CS3233,CS4242
428	3	1	2	3.1520335779344304	CS5322,CS2220,CS3205,CS6280,CS3284,CS3281,CS6220,CS4221,BT5110,CS4249
429	4	0	1	4.944512697190623	CS6202,CS4247,CS5343,CS6209,CS5219,CS3212,CS5332,CS3249,CS4240,CS4271,CS4236,CS4239,CS5322,CS3235,CS6230,CS3218,CS4345,CS4249
430	3	0	1	3.7614327873006848	CS4215,CS5425,CS5238,CS5219,CS3230,CS3225,CS5330,CS4220,CS4232,CS5226,CS4221,CS3233,CS6215,CS5218
431	3	1	9	3.310095994521718	CS4243,CS4344,CS3234,CS4244,CS5271,BT5110,CS2102,CS6208,CS5214,CS4231,CS2106,CS5250,CS3212,CS6220,CS5215,CS5218,CS5344,CS4214
432	4	0	6	4.55638799048519	CS3281,CS4220,CS2113T,CS6207,CS4248,CS3201,CS5425,CS5228,CS4244,CS3284,CS3226,CS3203,CS4246,CS3882,CS4211,CS3205,CS4880,CS3282,CS6280,CS2103
433	3	1	1	3.8757469527819777	CS2309,CS4225,CS5424,CS5425,CS5346,CS2220,CS5228,CS6209,CS6213,CS6220,BT5110,CS6203
434	3	1	6	3.0921518687461074	CS5331,CS6209,CS3281,CS2281,CS4235,CS4238,CS5322,CS5344,CS5439,CS6207
435	4	1	3	4.0675296779133525	CS5237,CS3236,CS5230,CS5222,CS4232,CS4234,CS4231,CS6234,CS5246,CS6207
436	3	0	0	3.2046579677466287	CS4215,CS2104,CS4216,CS3245,CS4237,CS3234,CS5271,CS5219,CS5342,CS5214,CS2106,CS3210,CS5215,CS5218,CS4214
437	3	0	4	3.1086437203136006	CS3221,CS3237,CS4344,CS5331,CS3281,CS5233,CS6209,CS4271,CS3235,CS5439,CS5424,CS4238,CS3282,CS4239,CS5229,CS4237,CS5248,CS4236,CS5322
438	2	0	1	2.0099361382807563	CS4243,CS5240,CS3211,CS6211,CS5214,CS4271,CS5344,CS6215,CS6203,CS5231,CS4249
439	4	1	1	4.352790614447632	CS6206,CS2104,CS5345,CS6202,CS6240,CS4237,CS4242,CS2108,CS4347,CS5342,CS6212,CS5244,CS6215,CS5215,CS4212,CS4248
440	3	0	5	3.8636944440860916	CS4215,CS4245,CS3201,CS4226,CS3234,CS2103T,CS5219,CS2103,CS3217,CS4271,CS2105,CS3223,CS3271,CS3882
